"","HUC_ID","HUC_DIGITS","NUMBER_STATIONS","BIBI","ERMQ","ERMQ_METAL","ERMQ_PAH","ERMQ_PCB","ERMQ_PEST"
"1",3040207,8,1,2.5,0.007783245,0.021786978,0.000143241,0.000169311,0.00523531
"2",3040208,8,19,3.71052631578947,0.00656401242105263,0.0175993207368421,0.00112087394736842,0.00203739057894737,0.000398623631578947
"3",3050112,8,8,2.0625,0.032499834625,0.0879156755,0.004263671875,0.0068594745,0.006160136375
"4",3050201,8,41,2.8974358974359,0.0251113696585366,0.0578457167560976,0.00835920125609756,0.00799252968292683,0.0106638845121951
"5",3050202,8,28,3.625,0.0143195358928571,0.0373421178571429,0.00305487996785714,0.001342122,0.00228411732142857
"6",3050206,8,54,3.32,0.0149713270555556,0.0416407999259259,0.000986602044444444,0.00359763883333333,0.00549254781481481
"7",3050207,8,60,2.91379310344828,0.01728625645,0.0424417082833333,0.00456748338333333,0.003435733955,0.00359022611666667
"8",3050208,8,63,3.31967213114754,0.0136047157619048,0.0353476957460317,0.00213816395238095,0.00260057117619048,0.00624431933333333
"9",3050209,8,53,3.65686274509804,0.0191831162075472,0.0554622739433962,0.000664612705660377,0.00278478837735849,0.000791881660377359
"10",3050210,8,29,3.75,0.0140457438275862,0.0397577983793103,0.00080095865862069,0.00489429751724138,0.00156154824137931
"11",3060109,8,7,2.71428571428571,0.0179703128571429,0.0469531664285714,0.0024449935,0.00400716514285714,0.0114166827142857
"12",3060110,8,24,3.70454545454545,0.0129751436666667,0.035137667375,0.00150803354166667,0.00210989833333333,0.00368114266666667
"13",304020702,10,1,2.5,0.007783245,0.021786978,0.000143241,0.000169311,0.00523531
"14",304020803,10,11,3.54545454545455,0.00639260972727273,0.0157127081818182,0.00161786,0.00283062109090909,0.000663783181818182
"15",304020804,10,8,3.9375,0.006799691125,0.020193413,0.000437518125,0.000946698625,3.402925e-05
"16",305011203,10,3,2.33333333333333,0.034482142,0.0991575743333333,0.002032636,0.00238476866666667,0
"17",305011204,10,5,1.9,0.0313104502,0.0811705362,0.0056022934,0.009544298,0.0098562182
"18",305020104,10,13,2.96153846153846,0.0123367127692308,0.0334798901538462,0.00117979576923077,0.00448789746153846,0.00299228423076923
"19",305020106,10,7,1.64285714285714,0.0429771722857143,0.0821603287142857,0.0218001348571429,0.0158921307142857,0.0341294081428571
"20",305020107,10,21,3.31578947368421,0.027064223047619,0.0648244530476191,0.00832328392857143,0.00752886357142857,0.00759112919047619
"21",305020201,10,1,4,0.006790509,0.011335541,0.005504196,0.000733333,0
"22",305020202,10,27,3.61111111111111,0.0145983887407407,0.0383053244074074,0.00296416455925926,0.00136466974074074,0.00236871425925926
"23",305020603,10,20,3.28947368421053,0.0157830009,0.04544338225,0.00088461545,0.00670514705,0.00136979605
"24",305020604,10,34,3.33870967741935,0.0144938718529412,0.0394039867941176,0.00104659415882353,0.00176969282352941,0.00791769591176471
"25",305020707,10,11,2.68181818181818,0.0121465098181818,0.0335730714545455,0.000594350909090909,0.000622591,0.00652847345454545
"26",305020710,10,7,2.66666666666667,0.0186091281428571,0.0498972897142857,0.001902135,0.00304563114285714,0.0105197822857143
"27",305020711,10,42,3.01219512195122,0.018411901952381,0.0435218495952381,0.00605229042857143,0.00423752662619048,0.00166575911904762
"28",305020804,10,5,3.2,0.0220221556,0.0494108626,0.00211825834,0.003804848,0.050033852
"29",305020805,10,20,3.25,0.0130825397,0.0354005496,0.00178780401,0.00249946985,0.0025233144
"30",305020806,10,38,3.375,0.0127719873947368,0.0334694612368421,0.00232518308157895,0.00249532492368421,0.00244096236842105
"31",305020901,10,12,3.125,0.023918365,0.069664844,0.000886106875,0.00217127175,0.000858604916666667
"32",305020902,10,41,3.82051282051282,0.0177971897317073,0.0513054241707317,0.000599785143902439,0.0029643542195122,0.000772352902439024
"33",305021001,10,29,3.75,0.0140457438275862,0.0397577983793103,0.00080095865862069,0.00489429751724138,0.00156154824137931
"34",306010903,10,7,2.71428571428571,0.0179703128571429,0.0469531664285714,0.0024449935,0.00400716514285714,0.0114166827142857
"35",306011002,10,6,3.66666666666667,0.017195449,0.044746983,0.00244461533333333,0.00118561566666667,0.0114223885
"36",306011003,10,18,3.71875,0.0115683752222222,0.0319345621666667,0.00119583961111111,0.00241799255555556,0.00110072738888889
"37",30402070208,12,1,2.5,0.007783245,0.021786978,0.000143241,0.000169311,0.00523531
"38",30402080303,12,3,3.33333333333333,0.00673242966666667,0.0194059416666667,0.000348379333333333,0.00180185166666667,0
"39",30402080304,12,1,3.5,0.000271075,0.000276376,0,0.001358333,0.001596101
"40",30402080308,12,7,3.64285714285714,0.00712147757142857,0.0163350841428571,0.002393046,0.00348184914285714,0.000815073428571429
"41",30402080402,12,8,3.9375,0.006799691125,0.020193413,0.000437518125,0.000946698625,3.402925e-05
"42",30501120303,12,3,2.33333333333333,0.034482142,0.0991575743333333,0.002032636,0.00238476866666667,0
"43",30501120403,12,5,1.9,0.0313104502,0.0811705362,0.0056022934,0.009544298,0.0098562182
"44",30502010401,12,4,2.625,0.0082940145,0.02439662475,0.000249895,0.00063472225,0
"45",30502010402,12,9,3.11111111111111,0.0141334675555556,0.037516897,0.001593085,0.00620041977777778,0.00432218833333333
"46",30502010604,12,4,1.5,0.03413878925,0.07419361275,0.01064312675,0.0117611115,0.03204043225
"47",30502010605,12,3,1.83333333333333,0.054761683,0.0927826166666667,0.0366761456666667,0.0214001563333333,0.0369147093333333
"48",30502010705,12,6,2.5,0.023628904,0.0620506241666667,0.004353941,0.0026750075,0.00570622316666667
"49",30502010707,12,15,3.60714285714286,0.0284383506666667,0.0659339846,0.0099110211,0.009470406,0.0083450916
"50",30502020105,12,1,4,0.006790509,0.011335541,0.005504196,0.000733333,0
"51",30502020202,12,4,2.875,0.016590804,0.032079844,0.00975960775,8.5343e-05,0.0072901605
"52",30502020203,12,10,3.9,0.0121058864,0.0331140916,0.00146428351,0.0020023851,0.0025432969
"53",30502020204,12,8,3.9375,0.01622335625,0.04517542925,0.00221355575,0.000789574125,9.6364625e-05
"54",30502020205,12,5,3.1,0.0153895132,0.0426760066,0.0017285462,0.0020328534,0.0017181514
"55",30502060307,12,7,3,0.0185811167142857,0.0518650462857143,0.00127960285714286,0.00685465985714286,0.002231935
"56",30502060308,12,13,3.42307692307692,0.0142763231538462,0.0419855631538462,0.000671929923076923,0.00662464015384615,0.000905567384615385
