"","HUC_ID","ERMQ_PEST","ERMQ_PCB","HUC_DIGITS","NUMBER_STATIONS","STATION_TYPE","BIBI","ERMQ","ERMQ_METAL","ERMQ_PAH"
"1",3040206,0.0129313353333333,0.00630277766666667,8,3,"OpenWater",2.33333333333333,0.0197296496666667,0.0471899746666667,0.00490971873333333
"2",3040207,0.00151271606896552,0.00552802834482759,8,30,"OpenWater",2.63793103448276,0.0211958148965517,0.0601384734827586,0.00107502244827586
"3",3040207,0.00523531,0.000169311,8,30,"TidalCreek",2.5,0.007783245,0.021786978,0.000143241
"4",3040208,0.00087595125,0.0037995235,8,27,"OpenWater",3.5625,0.006988809875,0.019672533,0.00063694475
"5",3040208,0.000398623631578947,0.00203739057894737,8,27,"TidalCreek",3.71052631578947,0.00656401242105263,0.0175993207368421,0.00112087394736842
"6",3050112,0.000530843846153846,0.00390844669230769,8,21,"OpenWater",3.23076923076923,0.0114002946153846,0.0322188313076923,0.000361899076923077
"7",3050112,0.006160136375,0.0068594745,8,21,"TidalCreek",2.0625,0.032499834625,0.0879156755,0.004263671875
"8",3050201,0.0195691387045455,0.0130012521568182,8,85,"OpenWater",3.43181818181818,0.100890967090909,0.0534582830909091,0.149108844009091
"9",3050201,0.0106638845121951,0.00799252968292683,8,85,"TidalCreek",2.8974358974359,0.0251113696585366,0.0578457167560976,0.00835920125609756
"10",3050202,0.00043979225,0.00158144166666667,8,40,"OpenWater",3.75,0.00842347208333333,0.0234147490833333,0.000890479208333333
"11",3050202,0.00228411732142857,0.001342122,8,40,"TidalCreek",3.625,0.0143195358928571,0.0373421178571429,0.00305487996785714
"12",3050206,0.00465859436842105,0.00316900189473684,8,92,"OpenWater",3.22368421052632,0.0149631309473684,0.0399038346842105,0.00220573418736842
"13",3050206,0.00549254781481481,0.00359763883333333,8,92,"TidalCreek",3.32,0.0149713270555556,0.0416407999259259,0.000986602044444444
"14",3050207,0.00227800966666667,0.00195908625333333,8,135,"OpenWater",3.71333333333333,0.0103738162666667,0.0283254778533333,0.0011643395368
"15",3050207,0.00359022611666667,0.003435733955,8,135,"TidalCreek",2.91379310344828,0.01728625645,0.0424417082833333,0.00456748338333333
"16",3050208,0.000388610298969072,0.0022279526185567,8,160,"OpenWater",3.95360824742268,0.00990844108247423,0.0280970191546392,0.000685583405876289
"17",3050208,0.00624431933333333,0.00260057117619048,8,160,"TidalCreek",3.31967213114754,0.0136047157619048,0.0353476957460317,0.00213816395238095
"18",3050209,0.000664276785714286,0.00162608207142857,8,67,"OpenWater",3.92857142857143,0.0209541178571429,0.0605250883571429,0.00165536092142857
"19",3050209,0.000791881660377359,0.00278478837735849,8,67,"TidalCreek",3.65686274509804,0.0191831162075472,0.0554622739433962,0.000664612705660377
"20",3050210,0.000354364888888889,0.00101760433333333,8,38,"OpenWater",3.77777777777778,0.0112662061111111,0.0302843078888889,0.00135359633333333
"21",3050210,0.00156154824137931,0.00489429751724138,8,38,"TidalCreek",3.75,0.0140457438275862,0.0397577983793103,0.00080095865862069
"22",3060109,0.001447024,0.00498471,8,11,"OpenWater",3.125,0.0210874875,0.05587972275,0.00393716675
"23",3060109,0.0114166827142857,0.00400716514285714,8,11,"TidalCreek",2.71428571428571,0.0179703128571429,0.0469531664285714,0.0024449935
"24",3060110,0.000239906787878788,0.00304228412121212,8,57,"OpenWater",4.15151515151515,0.00892954442424243,0.0235678608787879,0.00179740048787879
"25",3060110,0.00368114266666667,0.00210989833333333,8,57,"TidalCreek",3.70454545454545,0.0129751436666667,0.035137667375,0.00150803354166667
"26",304020610,0.0129313353333333,0.00630277766666667,10,3,"OpenWater",2.33333333333333,0.0197296496666667,0.0471899746666667,0.00490971873333333
"27",304020702,0.00151271606896552,0.00552802834482759,10,30,"OpenWater",2.63793103448276,0.0211958148965517,0.0601384734827586,0.00107502244827586
"28",304020702,0.00523531,0.000169311,10,30,"TidalCreek",2.5,0.007783245,0.021786978,0.000143241
"29",304020803,0.00100108714285714,0.00434231257142857,10,18,"OpenWater",3.57142857142857,0.00786467742857143,0.0221152931428571,0.000727936857142857
"30",304020803,0.000663783181818182,0.00283062109090909,10,18,"TidalCreek",3.54545454545455,0.00639260972727273,0.0157127081818182,0.00161786
"31",304020804,0,0,10,9,"OpenWater",3.5,0.000857737,0.002573212,0
"32",304020804,3.402925e-05,0.000946698625,10,9,"TidalCreek",3.9375,0.006799691125,0.020193413,0.000437518125
"33",305011203,0,0.0020294856,10,8,"OpenWater",3.9,0.0059166878,0.0180246194,0.0001287628
"34",305011203,0,0.00238476866666667,10,8,"TidalCreek",2.33333333333333,0.034482142,0.0991575743333333,0.002032636
"35",305011204,0.00086262125,0.005082797375,10,13,"OpenWater",2.8125,0.014827548875,0.04109021375,0.00050760925
"36",305011204,0.0098562182,0.009544298,10,13,"TidalCreek",1.9,0.0313104502,0.0811705362,0.0056022934
"37",305020104,0.0018851267,0.00665967429,10,23,"OpenWater",3.2,0.0179557292,0.03734386,0.00926724346
"38",305020104,0.00299228423076923,0.00448789746153846,10,23,"TidalCreek",2.96153846153846,0.0123367127692308,0.0334798901538462,0.00117979576923077
"39",305020106,0.248357375333333,0.0632781313333333,10,10,"OpenWater",2.5,1.060964429,0.157245173,1.81778079466667
"40",305020106,0.0341294081428571,0.0158921307142857,10,10,"TidalCreek",1.64285714285714,0.0429771722857143,0.0821603287142857,0.0218001348571429
"41",305020107,0.00313286161290323,0.010181418,10,52,"OpenWater",3.59677419354839,0.0347339346129032,0.048612591516129,0.0327346554129032
"42",305020107,0.00759112919047619,0.00752886357142857,10,52,"TidalCreek",3.31578947368421,0.027064223047619,0.0648244530476191,0.00832328392857143
"43",305020201,0,0.000733333,10,1,"TidalCreek",4,0.006790509,0.011335541,0.005504196
"44",305020202,0.00043979225,0.00158144166666667,10,39,"OpenWater",3.75,0.00842347208333333,0.0234147490833333,0.000890479208333333
"45",305020202,0.00236871425925926,0.00136466974074074,10,39,"TidalCreek",3.61111111111111,0.0145983887407407,0.0383053244074074,0.00296416455925926
"46",305020603,0.00138823435714286,0.00325858528571429,10,34,"OpenWater",3.25,0.0113359381428571,0.0328102643571429,0.000858540571428571
"47",305020603,0.00136979605,0.00670514705,10,34,"TidalCreek",3.28947368421053,0.0157830009,0.04544338225,0.00088461545
"48",305020604,0.006566304375,0.00311674491666667,10,58,"OpenWater",3.20833333333333,0.0170789934166667,0.0440417507083333,0.00299159713
"49",305020604,0.00791769591176471,0.00176969282352941,10,58,"TidalCreek",3.33870967741935,0.0144938718529412,0.0394039867941176,0.00104659415882353
"50",305020707,0.00735477742857143,0.00445066585714286,10,18,"OpenWater",2.71428571428571,0.00990849557142857,0.0244179837142857,0.00187211985714286
"51",305020707,0.00652847345454545,0.000622591,10,18,"TidalCreek",2.68181818181818,0.0121465098181818,0.0335730714545455,0.000594350909090909
"52",305020710,0.00151656461538462,0.00184051846153846,10,20,"OpenWater",3.34615384615385,0.0116483757692308,0.029825947,0.00297912755846154
"53",305020710,0.0105197822857143,0.00304563114285714,10,20,"TidalCreek",2.66666666666667,0.0186091281428571,0.0498972897142857,0.001902135
"54",305020711,0.00181185350909091,0.00167000123636364,10,97,"OpenWater",3.92727272727273,0.0101317793818182,0.0284681389454545,0.000645308509090909
"55",305020711,0.00166575911904762,0.00423752662619048,10,97,"TidalCreek",3.01219512195122,0.018411901952381,0.0435218495952381,0.00605229042857143
"56",305020804,0.050033852,0.003804848,10,5,"TidalCreek",3.2,0.0220221556,0.0494108626,0.00211825834
"57",305020805,0.000691578619047619,0.00233513238095238,10,41,"OpenWater",4.04761904761905,0.0101526108095238,0.0278724097142857,0.000956099857142857
"58",305020805,0.0025233144,0.00249946985,10,41,"TidalCreek",3.25,0.0130825397,0.0354005496,0.00178780401
"59",305020806,0.000304895368421053,0.00219833715789474,10,114,"OpenWater",3.92763157894737,0.00984097313157895,0.0281590822894737,0.000610835439078947
"60",305020806,0.00244096236842105,0.00249532492368421,10,114,"TidalCreek",3.375,0.0127719873947368,0.0334694612368421,0.00232518308157895
"61",305020901,0.002688364,0.00410459433333333,10,15,"OpenWater",3.16666666666667,0.0317590213333333,0.0847831166666667,0.00572847866666667
"62",305020901,0.000858604916666667,0.00217127175,10,15,"TidalCreek",3.125,0.023918365,0.069664844,0.000886106875
"63",305020902,0.000112253,0.000950124181818182,10,52,"OpenWater",4.13636363636364,0.018007326,0.0539092624545455,0.000544510627272727
"64",305020902,0.000772352902439024,0.0029643542195122,10,52,"TidalCreek",3.82051282051282,0.0177971897317073,0.0513054241707317,0.000599785143902439
"65",305021001,0.000354364888888889,0.00101760433333333,10,38,"OpenWater",3.77777777777778,0.0112662061111111,0.0302843078888889,0.00135359633333333
"66",305021001,0.00156154824137931,0.00489429751724138,10,38,"TidalCreek",3.75,0.0140457438275862,0.0397577983793103,0.00080095865862069
"67",306010903,0.001447024,0.00498471,10,11,"OpenWater",3.125,0.0210874875,0.05587972275,0.00393716675
"68",306010903,0.0114166827142857,0.00400716514285714,10,11,"TidalCreek",2.71428571428571,0.0179703128571429,0.0469531664285714,0.0024449935
"69",306011002,0.000556722,0.001280117,10,7,"OpenWater",3.5,0.004329839,0.012510808,0.00011047
"70",306011002,0.0114223885,0.00118561566666667,10,7,"TidalCreek",3.66666666666667,0.017195449,0.044746983,0.00244461533333333
"71",306011003,0.0002300063125,0.00309735184375,10,50,"OpenWater",4.171875,0.00907328521875,0.02391339378125,0.001850117065625
"72",306011003,0.00110072738888889,0.00241799255555556,10,50,"TidalCreek",3.71875,0.0115683752222222,0.0319345621666667,0.00119583961111111
"73",30402061003,0.0129313353333333,0.00630277766666667,12,3,"OpenWater",2.33333333333333,0.0197296496666667,0.0471899746666667,0.00490971873333333
"74",30402070207,0.00208487966666667,0.000735185333333333,12,3,"OpenWater",2.66666666666667,0.021487614,0.0605824356666667,0.00201063966666667
"75",30402070208,0.00144669719230769,0.00608104869230769,12,27,"OpenWater",2.63461538461538,0.0211621457692308,0.0600872470769231,0.000967066615384615
"76",30402070208,0.00523531,0.000169311,12,27,"TidalCreek",2.5,0.007783245,0.021786978,0.000143241
"77",30402080301,0.001023353,0.0009444445,12,2,"OpenWater",3.25,0.0149942405,0.0443848985,0.0001378035
"78",30402080303,0.00165363466666667,0.00607650733333333,12,6,"OpenWater",3.5,0.00573064566666667,0.0134081586666667,0.00160665033333333
"79",30402080303,0,0.00180185166666667,12,6,"TidalCreek",3.33333333333333,0.00673242966666667,0.0194059416666667,0.000348379333333333
"80",30402080304,0.001596101,0.001358333,12,1,"TidalCreek",3.5,0.000271075,0.000276376,0
"81",30402080308,0,0.0051388885,12,9,"OpenWater",4,0.003936162,0.0129063895,0
"82",30402080308,0.000815073428571429,0.00348184914285714,12,9,"TidalCreek",3.64285714285714,0.00712147757142857,0.0163350841428571,0.002393046
"83",30402080402,0,0,12,9,"OpenWater",3.5,0.000857737,0.002573212,0
"84",30402080402,3.402925e-05,0.000946698625,12,9,"TidalCreek",3.9375,0.006799691125,0.020193413,0.000437518125
"85",30501120303,0,0.0020294856,12,8,"OpenWater",3.9,0.0059166878,0.0180246194,0.0001287628
"86",30501120303,0,0.00238476866666667,12,8,"TidalCreek",2.33333333333333,0.034482142,0.0991575743333333,0.002032636
"87",30501120403,0.00086262125,0.005082797375,12,13,"OpenWater",2.8125,0.014827548875,0.04109021375,0.00050760925
"88",30501120403,0.0098562182,0.009544298,12,13,"TidalCreek",1.9,0.0313104502,0.0811705362,0.0056022934
"89",30502010401,0,0.0003916665,12,6,"OpenWater",2.5,0.0119907585,0.0291763825,0.0041519605
"90",30502010401,0,0.00063472225,12,6,"TidalCreek",2.625,0.0082940145,0.02439662475,0.000249895
"91",30502010402,0.002356408375,0.0082266762375,12,17,"OpenWater",3.375,0.019446971875,0.039385729375,0.0105460642
"92",30502010402,0.00432218833333333,0.00620041977777778,12,17,"TidalCreek",3.11111111111111,0.0141334675555556,0.037516897,0.001593085
"93",30502010604,0.03204043225,0.0117611115,12,4,"TidalCreek",1.5,0.03413878925,0.07419361275,0.01064312675
"94",30502010605,0.248357375333333,0.0632781313333333,12,6,"OpenWater",2.5,1.060964429,0.157245173,1.81778079466667
"95",30502010605,0.0369147093333333,0.0214001563333333,12,6,"TidalCreek",1.83333333333333,0.054761683,0.0927826166666667,0.0366761456666667
"96",30502010705,0.00209146025,0.01332922325,12,14,"OpenWater",2.75,0.028764389,0.051820508625,0.0195735744375
"97",30502010705,0.00570622316666667,0.0026750075,12,14,"TidalCreek",2.5,0.023628904,0.0620506241666667,0.004353941
"98",30502010707,0.00349508817391304,0.0090865292173913,12,38,"OpenWater",3.89130434782609,0.0368102983043478,0.0474967942608696,0.0373124227086956
"99",30502010707,0.0083450916,0.009470406,12,38,"TidalCreek",3.60714285714286,0.0284383506666667,0.0659339846,0.0099110211
"100",30502020105,0,0.000733333,12,1,"TidalCreek",4,0.006790509,0.011335541,0.005504196
"101",30502020202,0.0002419636,0.0020754334,12,9,"OpenWater",3.4,0.0090773044,0.0239626122,0.0016380728
"102",30502020202,0.0072901605,8.5343e-05,12,9,"TidalCreek",2.875,0.016590804,0.032079844,0.00975960775
"103",30502020203,0.003406283,0.00635,12,11,"OpenWater",4,0.017490506,0.049527843,0.000798989
"104",30502020203,0.0025432969,0.0020023851,12,11,"TidalCreek",3.9,0.0121058864,0.0331140916,0.00146428351
"105",30502020204,0.000220468666666667,0.000409303666666667,12,11,"OpenWater",4.16666666666667,0.006602929,0.019447179,0.0001571245
"106",30502020204,9.6364625e-05,0.000789574125,12,11,"TidalCreek",3.9375,0.01622335625,0.04517542925,0.00221355575
"107",30502020205,0,0.000340740666666667,12,8,"OpenWater",3.83333333333333,0.00613195,0.0177648493333333,0.000408341333333333
"108",30502020205,0.0017181514,0.0020328534,12,8,"TidalCreek",3.1,0.0153895132,0.0426760066,0.0017285462
"109",30502060307,0.004668799,0.007874717,12,8,"OpenWater",3,0.01536719,0.032369193,0.007126669
"110",30502060307,0.002231935,0.00685465985714286,12,8,"TidalCreek",3,0.0185811167142857,0.0518650462857143,0.00127960285714286
"111",30502060308,0.00113588323076923,0.00290349823076923,12,26,"OpenWater",3.26923076923077,0.0110258418461538,0.0328441929230769,0.000376376846153846
"112",30502060308,0.000905567384615385,0.00662464015384615,12,26,"TidalCreek",3.42307692307692,0.0142763231538462,0.0419855631538462,0.000671929923076923
"113",30502060401,0.0280462915,0.007998775,12,2,"TidalCreek",2.25,0.0188324535,0.045783095,0.0016632895
"114",30502060402,0.0109802858,0.004362749,12,10,"OpenWater",2.8,0.021757432,0.0577278444,0.002617869824
"115",30502060402,0.0130328432,0.0012206466,12,10,"TidalCreek",2.875,0.0151621436,0.0378811262,0.0025812386
"116",30502060403,0,0,12,5,"OpenWater",3.25,0.014180512,0.042288488,0.000394594
"117",30502060403,0.00802389033333333,0.0009878,12,5,"TidalCreek",3.5,0.0189857753333333,0.051319049,0.00215928033333333
"118",30502060404,0.0096347134,0.004207372,12,12,"OpenWater",3.7,0.0101210764,0.023754106,0.0022612454
"119",30502060404,0.00543428657142857,0.00146842157142857,12,12,"TidalCreek",3.66666666666667,0.0129421012857143,0.0355047732857143,0.000959227714285714
"120",30502060405,0.00454302575,0.00266260608333333,12,29,"OpenWater",3.16666666666667,0.0185118563333333,0.0470846074166667,0.00388446391666667
"121",30502060405,0.00504901088235294,0.00146037776470588,12,29,"TidalCreek",3.4375,0.0136331754705882,0.0386043041176471,0.000362293788235294
"122",30502070705,0.00774041544444444,0.000509864222222222,12,9,"TidalCreek",2.44444444444444,0.0110279245555556,0.0298055316666667,0.000643896777777778
"123",30502070706,0.00735477742857143,0.00445066585714286,12,9,"OpenWater",2.71428571428571,0.00990849557142857,0.0244179837142857,0.00187211985714286
"124",30502070706,0.0010747345,0.0011298615,12,9,"TidalCreek",3.75,0.0171801435,0.0505270005,0.0003713945
"125",30502071003,0.00151656461538462,0.00184051846153846,12,20,"OpenWater",3.34615384615385,0.0116483757692308,0.029825947,0.00297912755846154
"126",30502071003,0.0105197822857143,0.00304563114285714,12,20,"TidalCreek",2.66666666666667,0.0186091281428571,0.0498972897142857,0.001902135
"127",30502071101,0.000871678,0.00362824857142857,12,19,"OpenWater",3.64285714285714,0.0117287108571429,0.0338991484285714,0.0001240615
"128",30502071101,0.00150223591666667,0.00240875683333333,12,19,"TidalCreek",2.90909090909091,0.0196117466666667,0.0523105094166667,0.00317825194166667
"129",30502071102,0.0007330205,0.00119513257142857,12,24,"OpenWater",4.32142857142857,0.0111032880714286,0.0314526155,0.000888837821428571
"130",30502071102,0.0036432256,0.00594128963,12,24,"TidalCreek",2.35,0.0135110528,0.0361137048,0.00047209687
"131",30502071103,0.00445512693333333,0.00158801333333333,12,34,"OpenWater",3.83333333333333,0.0111787127333333,0.0305213402666667,0.0010333594
"132",30502071103,0.000815936631578947,0.00467966821052632,12,34,"TidalCreek",3.39473684210526,0.0209451318947368,0.0433934165789474,0.0111229582105263
"133",30502071104,0.000866368736842105,0.00136317221052632,12,20,"OpenWater",3.81578947368421,0.00800106136842105,0.0226472043157895,0.000351548263157895
"134",30502071104,0,0.000744444,12,20,"TidalCreek",3.5,0.004890888,0.014579607,0
"135",30502080407,0.050033852,0.003804848,12,5,"TidalCreek",3.2,0.0220221556,0.0494108626,0.00211825834
"136",30502080501,0.00110954075,0.0033715295,12,6,"OpenWater",3.5,0.0161653785,0.0435369825,0.00262173875
"137",30502080501,0.0002827875,0.00628212,12,6,"TidalCreek",3.5,0.011595825,0.032722818,0.0007438125
"138",30502080502,0.00149926083333333,0.000790538833333333,12,13,"OpenWater",4.16666666666667,0.0118071408333333,0.0324361246666667,0.0013659595
"139",30502080502,0.001941091,0.00377493742857143,12,13,"TidalCreek",3.28571428571429,0.0149124347142857,0.037344519,0.00396039645714286
"140",30502080503,9.90384545454545e-05,0.00280076627272727,12,22,"OpenWater",4.18181818181818,0.00706367890909091,0.0196869023636364,0.000126853181818182
"141",30502080503,0.00330118872727273,0.00100005409090909,12,22,"TidalCreek",3.18181818181818,0.0121883728181818,0.0346503384545455,0.000595061818181818
"142",30502080601,0.005309971,0.008517417,12,4,"OpenWater",3,0.02815572,0.070143148,0.007342673
"143",30502080601,0.00598538533333333,0.00330037033333333,12,4,"TidalCreek",2.5,0.00985057133333333,0.0230158593333333,0.002847361
"144",30502080602,0.0008574435,0.005913889,12,4,"OpenWater",3,0.0119737655,0.029391883,0.0034312715
"145",30502080602,0.004299683,0.010842749,12,4,"TidalCreek",3,0.015271547,0.0410110625,0.0014605005
"146",30502080603,0.000360086666666667,0.000603703666666667,12,8,"OpenWater",4.16666666666667,0.0153794973333333,0.0442150693333333,0.00042878
"147",30502080603,0.0054012848,0.004629889,12,8,"TidalCreek",3.1,0.0230935108,0.0631060114,0.0026156988
"148",30502080604,0,0.00825,12,7,"OpenWater",4,0.009236738,0.025900422,0.000479104
"149",30502080604,0.000286556333333333,0.0004996945,12,7,"TidalCreek",4,0.012663614,0.0255473471666667,0.00757501116666667
"150",30502080605,0.00010820525,0.0016420636,12,30,"OpenWater",3.875,0.0097179711,0.0282896146,0.00050421017
"151",30502080605,0.0027657951,0.00216890431,12,30,"TidalCreek",3.1,0.0099376608,0.0277399062,0.00051341867
"152",30502080606,0.000826652375,0.00302454725,12,15,"OpenWater",4.25,0.01040694,0.029350103625,0.000888075125
"153",30502080606,0.0012495,0.00163777928571429,12,15,"TidalCreek",3.42857142857143,0.0113236475714286,0.0305230952857143,0.00155666514285714
"154",30502080607,7.13347619047619e-05,0.00240756933333333,12,26,"OpenWater",4.04761904761905,0.00996287738095238,0.0294081064761905,0.0002071846
"155",30502080607,0.000214167,0.0007869256,12,26,"TidalCreek",4.1,0.0110298668,0.032178991,0.00046689388
"156",30502080608,0.0002395788,0.0014535356,12,20,"OpenWater",3.825,0.0076800055,0.02172271765,0.0004456576185
"157",30502090101,0.002688364,0.00410459433333333,12,15,"OpenWater",3.16666666666667,0.0317590213333333,0.0847831166666667,0.00572847866666667
"158",30502090101,0.000858604916666667,0.00217127175,12,15,"TidalCreek",3.125,0.023918365,0.069664844,0.000886106875
"159",30502090201,0,0,12,1,"TidalCreek",2,0.015676565,0.04220489,0.00296911
"160",30502090202,0.0002469566,0.0004173366,12,27,"OpenWater",4.3,0.0169675714,0.0506275496,9.9236e-05
"161",30502090202,0.00112751527272727,0.00447752377272727,12,27,"TidalCreek",3.66666666666667,0.0222223357272727,0.0639249839545454,0.000632944818181818
"162",30502090203,0,0.00034117075,12,18,"OpenWater",3.875,0.01768557425,0.051219684,0.0011042415
"163",30502090203,0.0004566265,0.00157330042857143,12,18,"TidalCreek",4.03846153846154,0.013965863,0.0404855185714286,0.000505999685714286
"164",30502090204,0,0.0035,12,6,"OpenWater",4.25,0.021250216,0.0674927015,0.00053823545
"165",30502090204,0.0001170905,0.0002516985,12,6,"TidalCreek",4.375,0.0073986865,0.0220426485,0.000153324825
"166",30502100101,0.00106309466666667,0.00187294633333333,12,7,"OpenWater",3.16666666666667,0.0162063053333333,0.0435416713333333,0.00131457433333333
"167",30502100101,0.00588890875,0.00942828575,12,7,"TidalCreek",3.625,0.018914896,0.048234011,0.0030742775
"168",30502100102,0,0.000589933333333333,12,31,"OpenWater",4.08333333333333,0.0087961565,0.0236556261666667,0.00137310733333333
"169",30502100102,0.00086917056,0.0041688594,12,31,"TidalCreek",3.77083333333333,0.01326667948,0.03840160436,0.000437227644
"170",30601090306,0,0.000388889,12,9,"OpenWater",4,0.0108854625,0.032101768,0.0003113895
"171",30601090306,0.0114166827142857,0.00400716514285714,12,9,"TidalCreek",2.71428571428571,0.0179703128571429,0.0469531664285714,0.0024449935
"172",30601090307,0.002894048,0.009580531,12,2,"OpenWater",2.25,0.0312895125,0.0796576775,0.007562944
"173",30601100202,0.000556722,0.001280117,12,7,"OpenWater",3.5,0.004329839,0.012510808,0.00011047
"174",30601100202,0.0114223885,0.00118561566666667,12,7,"TidalCreek",3.66666666666667,0.017195449,0.044746983,0.00244461533333333
"175",30601100301,0.000771101,0.00270455722222222,12,16,"OpenWater",3.94444444444444,0.0121960117777778,0.0264161073333333,0.00593297366666667
"176",30601100301,0.00229430785714286,0.00370051742857143,12,16,"TidalCreek",3.78571428571429,0.0108491404285714,0.027405101,0.00252687842857143
"177",30601100302,0,0.004098889,12,7,"OpenWater",4.4,0.00773432,0.0234006894,0.0002493416
"178",30601100302,0,0,12,7,"TidalCreek",3.25,0.0091258835,0.026439448,0.000577355
"179",30601100303,8.40586e-05,0.0095781666,12,10,"OpenWater",3.7,0.0091423444,0.0256767292,9.760342e-05
"180",30601100303,0.0006754834,0.0015186288,12,10,"TidalCreek",3.625,0.016430824,0.0484726986,0.0002837378
"181",30601100304,0,0.000491458923076923,12,17,"OpenWater",4.42307692307692,0.007399823,0.021699734,0.000313250615384615
"182",30601100304,9.388025e-05,0.002506775,12,17,"TidalCreek",4,0.007970221,0.02193600575,0.00031589125
"183",3040201170030,0.006254639,0.002205556,14,1,"OpenWater",2.5,0.020883318,0.060246453,0.000347166
"184",3040201170040,0,0.000944564,14,2,"OpenWater",2.25,0.02379166,0.066881684,0.0026924481
"185",3040206150030,0.019397003,0.0085096025,14,2,"OpenWater",2,0.026109437,0.0604655045,0.007353757
"186",3040207020110,0.004960904,0.018027894,14,1,"OpenWater",3,0.010661162,0.021045398,0.004581154
"187",3040207020120,0,0.000100814,14,2,"OpenWater",3.75,0.0032653875,0.009589539,0.0001193985
"188",3040207020130,0.001023353,0.0009444445,14,2,"OpenWater",3.25,0.0149942405,0.0443848985,0.0001378035
"189",3040207020160,0.00039902525,0.001690972,14,4,"TidalCreek",3.375,0.005117091,0.01462355025,0.0002612845
"190",3040207020200,0,0.0051388885,14,9,"OpenWater",4,0.003936162,0.0129063895,0
"191",3040207020200,0.000815073428571429,0.00348184914285714,14,9,"TidalCreek",3.64285714285714,0.00712147757142857,0.0163350841428571,0.002393046
"192",3040207040020,0,0.00578923083333333,14,15,"OpenWater",3.16666666666667,0.00658910916666667,0.0189112328333333,8.15018333333333e-05
"193",3040207040020,0.000611949333333333,0.000860322222222222,14,15,"TidalCreek",3.77777777777778,0.00690897488888889,0.0203704757777778,0.000404820666666667
"194",3040207040030,0.000965198818181818,0.00661756863636364,14,11,"OpenWater",2.63636363636364,0.0170825415454545,0.0492618814545455,0.000339474490909091
"195",3040207040040,0.00245426727272727,0.00459805690909091,14,11,"OpenWater",2.54545454545455,0.029690654,0.0834427221818182,0.00193109096363636
"196",3050112060020,0,0.0020294856,14,8,"OpenWater",3.9,0.0059166878,0.0180246194,0.0001287628
"197",3050112060020,0,0.00238476866666667,14,8,"TidalCreek",2.33333333333333,0.034482142,0.0991575743333333,0.002032636
"198",3050112060030,0.00086262125,0.005082797375,14,13,"OpenWater",2.8125,0.014827548875,0.04109021375,0.00050760925
"199",3050112060030,0.0098562182,0.009544298,14,13,"TidalCreek",1.9,0.0313104502,0.0811705362,0.0056022934
"200",3050201050010,0.00209146025,0.01332922325,14,14,"OpenWater",2.75,0.028764389,0.051820508625,0.0195735744375
"201",3050201050010,0.00570622316666667,0.0026750075,14,14,"TidalCreek",2.5,0.023628904,0.0620506241666667,0.004353941
"202",3050201050020,0.00437953025,0.0131263345,14,15,"OpenWater",3.45833333333333,0.0540973298333333,0.0568744906666667,0.0629604563583333
"203",3050201050020,0.0270844793333333,0.027497962,14,15,"TidalCreek",2.66666666666667,0.0374339093333333,0.0741666306666667,0.0172718483333333
